antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
A estrenar,5,3,0,"//maps.google.com/maps/api/staticmap?center=-2.125083855262901,-79.89743211586915&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=m77se1ld-nMm0rmKduB-9nC2HDY=",126m²,USD 93.000,,,Sauces Casa Rentera Totalmente Remodelada con Dos Departamentos
2,3,2,2,"//maps.google.com/maps/api/staticmap?center=-2.058023480594859,-79.87513663389893&zoom=16&markers=-2.058023480594859,-79.87513663389893&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=GzxVlqza8Gqb1NUCd0gUWcqQXnM=",161m²,USD 145.000,,,"Matices 2 Plantas, 3 Dorm. con 2 1/2 Baños, con o Sin Muebles"
6,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.114896547787713,-79.87091789450682&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=P0rbaEARujvi51Ce-4I-dr97TdE=",478m²,USD 470.000,,,Preciosa Casa en Excelente Urbanizacion
A estrenar,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.072857518388287,-79.84313750688477&zoom=16&markers=-2.072857518388287,-79.84313750688477&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=lAiGatlBUfhHxX6aCfF0zTbnTHk=",264m²,USD 171.000,,,Ciudad Celeste Etapa La Arboleda
18,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.111272962137116,-79.87122595727539&zoom=16&markers=-2.111272962137116,-79.87122595727539&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=T7biZo3huetBS-PKLByDQ7C1HSU=",540m²,USD 1.100.000,,,"Samborondon Km 5 - Casa de 1 Piso - Vista Al Rio - 1'100,000"
57,3,4,3,"//maps.google.com/maps/api/staticmap?center=-2.158405399999999,-79.9045771&zoom=16&markers=-2.158405399999999,-79.9045771&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=WZ3efyBrptgWBkpQyvxzJnca7rM=",764m²,USD 400.000,,,Casa en Venta en Urdesa
20,2,8,0,"//maps.google.com/maps/api/staticmap?center=-2.237889760945888,-79.89158307308577&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=W1HmsQDH_9JRVv0Fecw0w_OJG7Q=",105m²,USD 65.000,,,Vendo Villa Sur de La Ciudad Pradera 1
2,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.083846048180317,-79.87252972803958&zoom=16&markers=-2.083846048180317,-79.87252972803958&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=3qIuuckVNsaf4UoTesxWG9ywDcY=",640m²,USD 1.000.000,,,Espectacular Casa Nueva en Lagos del Batan.
4,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1043031,-79.86048310000001&zoom=16&markers=-2.1043031,-79.86048310000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=QvrihJSvluxLlfWlb8KK2LTh8SM=",356m²,USD 330.000,,,"Casa en Venta de Oportunidad, Urb. Isla del Río, Isla Mocolí"
6,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.024561619524212,-79.94286473596799&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=H9OWtL2tqG7hLBqOk4FbtRNzWrs=",160m²,USD 110.000,,,Ciudad Santiago Casa de Venta 160 m² de Terreno y 145 m² de Const. Esquinera
14,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.1254969,-79.86287399999998&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=CSNvsHI7ZCEmUjPNbmueFIi_Xno=",600m²,USD 480.000,,,"Vendo Casa de Una Planta, 3 Dorm., Estudio, Piscina"
A estrenar,3,4,1,"//maps.google.com/maps/api/staticmap?center=-2.0412082,-79.88794589999998&zoom=16&markers=-2.0412082,-79.88794589999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=nirH2O4fMe0rwwcuW2nxdgEOUBA=",120m²,USD 112.397,,,"Venta de Casa Laguna Modelo Acuarela León Febres Cordero, Cerca de C. C El Dorado"
8,3,2,1,"//maps.google.com/maps/api/staticmap?center=-2.1301121,-79.865226&zoom=16&markers=-2.1301121,-79.865226&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=0UJVOtgOJXPytBmW_w12jJFLCYw=",218m²,USD 240.000,,,"Samborondon - Casa de 3 Dorm. - Us$240,000"
1,4,4,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",470m²,USD 580.000,,,Venta de Villa en Arrecife Villa Nueva Amplia Piso de Marmol
11,4,0,0,"//maps.google.com/maps/api/staticmap?center=-2.125700399999999,-79.8632679&zoom=16&markers=-2.125700399999999,-79.8632679&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=wrX3s56sS0mngZ52hNiWlrUsmRQ=",930m²,USD 750.000,,,"Hermosa Casa en Urb. El Rio Km. 2,5 Vía Samborondon"
7,0,4,2,"//maps.google.com/maps/api/staticmap?center=-2.090821784347938,-79.87475233090822&zoom=16&markers=-2.090821784347938,-79.87475233090822&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Kt-AD49aJcR0ZatGewHe3flvaAI=",595m²,USD 450.000,,,"Lindisima Casa Minimalista, Rodeada de un Oasis."
,,4,4,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",500m²,USD 580.000,,,Laguna del Sol Al Lago Nueva
22,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.132157717728956,-79.8622032899745&zoom=16&markers=-2.132157717728956,-79.8622032899745&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=3MazJcwUHovKjujqYlpuWGcynDg=",300m²,USD 255.000,,,Hermosa y Cómoda Casa en Venta
6,0,4,2,"//maps.google.com/maps/api/staticmap?center=-2.099934878612458,-79.8578470987091&zoom=16&markers=-2.099934878612458,-79.8578470987091&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=p7GPnkXdv_07k-3dW55_tKNJdmU=",287m²,USD 475.000,,,"Venda Casa Isla Mocoli con Piscina, 4 Dorm., Samborondón"
10,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.048720060964849,-79.89271186400146&zoom=16&markers=-2.048720060964849,-79.89271186400146&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YTuQNA71gKq1_akeF5OR1U4ZWoM=",375m²,USD 235.000,,,Casa en Venta en Santa María de Casa Grande Excelentes Acabados
A estrenar,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1924871,-79.9988177&zoom=16&markers=-2.1924871,-79.9988177&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=HxOtJWMIRSkDe1GRi5GGrKlWZ5Y=",182m²,USD 252.000,,,Casa - Guayaquil
A estrenar,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.1043031,-79.8604831&zoom=16&markers=-2.1043031,-79.8604831&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=NGJUk8G8QZYyPMIXQR6n649cFE4=",300m²,USD 430.000,,,"Casa Venta en Isla Mocoli de Estreno, Diseño Vanguardista"
1,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",550m²,USD 590.000,,,Villa Minimalista Iluminada Pocos Meses de Uso en Urb Km 7 Samborondon
15,0,2,1,"//maps.google.com/maps/api/staticmap?center=-2.053857551107517,-79.91757899206544&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=AYALJSwGMbFWc4HvlaaSEtJmfKs=",161m²,USD 110.000,,,En Venta Urbanización Plaza Madeira Av León Febres Cordero de Oportunidad
18,3,2,1,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",149m²,USD 70.000,,,Villa Alborada 14 Etapa de Remate
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.144358270208285,-79.86261426943969&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=R0XA2tIE0oAfydnaIv1ZvSHVlbY=",312m²,USD 290.000,,,Vía Samborondon Vendo Casa de Estreno
A estrenar,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.111083748018044,-79.87084865070835&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=vpAjrlGEs5eQowAOgDNo0yuFGfk=",207m²,USD 196.000,,,Vendo Hermosa Casa por Estrenar en Ciudad Celeste
15,4,4,1,"//maps.google.com/maps/api/staticmap?center=-2.192116,-79.96683080000003&zoom=16&markers=-2.192116,-79.96683080000003&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=fQwZYjV1J4bVx3ws6hQeQzLCKU4=",325m²,USD 270.000,,,Linda Casa Urbanizacion Puerto Azul
7,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",275m²,USD 210.000,,,Ciudad Celeste Vendo Linda Casa de 3 Habitaciones
4,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1846933,-79.96989309999998&zoom=16&markers=-2.1846933,-79.96989309999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=Ps885dZx7CZ5c9U8FSpyOPF0hpU=",344m²,USD 245.000,,,Bosques de La Costa Vendo Casa 4 Dorm.
15,4,4,4,"//maps.google.com/maps/api/staticmap?center=-2.1073055,-79.872252&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=duPKlXLLfAIZP7TSbm6s0Gfuq5s=",760m²,USD 650.000,,,Vendo Casa de 2 Plantas con Piscina en Camino Real. Sector Samborondon.
10,4,5,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",1500m²,USD 650.000,,,Venta de Villa Al Rio Km 1 - Amplia
2,3,3,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",350m²,USD 285.000,,,"Via a La Costa, Ciudadela Exclusiva Vendo Linda Casa"
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.038467104826484,-79.87026215396725&zoom=16&markers=-2.038467104826484,-79.87026215396725&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=gFxFB7PxlBv5o4C0sDNy4BMHtlU=",153m²,USD 145.000,,,Vendo Urb. Napoli de Estreno Casa Modelo Florencia 3 Dorm. y Jacuzzi Cerca C. C. El Dorado
A estrenar,0,3,2,"//maps.google.com/maps/api/staticmap?center=-2.038467104826484,-79.87026215396725&zoom=16&markers=-2.038467104826484,-79.87026215396725&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=gFxFB7PxlBv5o4C0sDNy4BMHtlU=",154m²,USD 155.000,,,Vendo Casa en Urb. Napoli - Vía Salitre
15,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1520073,-79.94305370000001&zoom=16&markers=-2.1520073,-79.94305370000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=S-iPThlJaRGYgchcMRA83RgpYnA=",240m²,USD 240.000,,,*vendo Acogedora Casa en Ceibos Norte
4,4,5,2,,350m²,USD 290.000,,,Vendo Hermosa Casa Via Samborondon de Oportunidad. 4 Habitaciones. $290.000
10,4,4,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",240m²,USD 220.000,,,Villa & Vendo Puerto Azul
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.0860551,-79.91385889999998&zoom=16&markers=-2.0860551,-79.91385889999998&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=rpJ7tbndMZ5uXZaCpTY47Q5Lxz4=",130m²,USD 75.000,,,Venta - Al Contado - Casa - Cdla Las Orquídeas
4,3,4,2,"//maps.google.com/maps/api/staticmap?center=-2.106852447599299,-79.87214006137697&zoom=16&markers=-2.106852447599299,-79.87214006137697&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=8yVJ0YVIop0eNBmRCF4A6RkhO5Y=",420m²,USD 530.000,,,"Bella Casa Nueva Al Lago, Relax Total, Lindas Areas Sociales"
3,2,2,1,"//maps.google.com/maps/api/staticmap?center=-2.1288112,-79.91087440000001&zoom=16&markers=-2.1288112,-79.91087440000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=dmDTo1s9Tnm4tTUA92SuzHPhBx8=",180m²,USD 115.000,,,En Venta Casa en Construcción Ciudadela El Condor
6,6,6,2,"//maps.google.com/maps/api/staticmap?center=-2.1917236,-79.96393560000001&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=1AbcJ6qcGO4x0GjDI6OwD1g3nyY=",600m²,USD 590.000,,,"Venta: Linda Casa de 5 Hab. Urb. Portofino, Km. 11 Vía a La Costa"
31,5,0,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",773m²,USD 740.000,,,Casa de Lujo en Ceibos
15,4,3,2,"//maps.google.com/maps/api/staticmap?center=-2.150243650191443,-79.94297323372956&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tcyh6QxPPAIDA-UJVn2jAahdTIY=",300m²,USD 275.000,,,Vendo Casa Ceibos Norte Como Nueva!
36,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.1638839,-79.9278817&zoom=16&markers=-2.1638839,-79.9278817&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=R-xxwnUn0jqLuG7eggwZ9WNwlnE=",163m²,USD 130.000,,,Amplia Casa en Bimbambum Para Remodelación + Suitex
8,3,3,2,,280m²,USD 320.000,,,Vendo Casa Preciosa con Acabados Divinos! Km 1.5 Via Samborondon!
4,5,5,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",1520m²,USD 1.200.000,,,Venta Villa Al Lago Primeros Kilom Bella
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.103258580671302,-79.85977828919982&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=EVTI6zt3ztEuJZdso3wbnAe2b_g=",400m²,USD 350.000,,,Isla Mocoli Vendo Hermosa Casa Moderna por Estrenar
12,3,2,0,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",380m²,USD 215.000,,,"Venta de Propiedad en Ciudad Celeste, Urbanización La Ría."
1,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.08392586,-79.86938533&zoom=16&markers=-2.08392586,-79.86938533&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=4_7lR_69lmfncZHvkpkuHlgYvs8=",500m²,USD 585.000,,,Laguna del Sol Estrene Casa con Vista Al Lago - Enrique Rodríguez
15,5,5,4,"//maps.google.com/maps/api/staticmap?center=-2.164392858638043,-79.94205476295167&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tJXa-27p5AndjJ_tJU3Kltelnyc=",1050m²,USD 700.000,,,Casa en Venta 600 m² - Sta. Cecilia (Cód. 642)
A estrenar,3,3,1,"//maps.google.com/maps/api/staticmap?center=-2.036956,-79.86867760000001&zoom=16&markers=-2.036956,-79.86867760000001&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=KxHf_yHtyeOBLcA_ULMitUp2S-Y=",257m²,USD 129.000,,,"Casa Ubicada en Mallorca Village, Km 6 Vía Samborondon, Salitre"
A estrenar,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.09789424997856,-79.86388682329141&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=XStWCvCoevrIj1JPD_D-L1_KErA=",600m²,USD 540.000,,,Isla Mocoli Vendo Casa de Estreno Al Lago
18,4,4,3,"//maps.google.com/maps/api/staticmap?center=-2.191526053604974,-79.88158962297365&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=7zG7KtHSLb_mZ_gvPzDcV47HGno=",500m²,USD 360.000,,,Venta de Casa en Garzota Cerca del Cantones
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.1363698,-79.86538359999997&zoom=16&markers=-2.1363698,-79.86538359999997&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=A9HmgcDve8amtsyYFLu9tb7-wgQ=",450m²,USD 360.000,,,"Samborondon Km 2 - Casa de 3 Dorm. - Us$360,000"
15,5,5,1,"//maps.google.com/maps/api/staticmap?center=-2.1346815,-79.8842826&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=d_UbTIHOaHSI2_PvYIafzyqA49I=",122m²,USD 128.000,,,Casa en Venta 122 m² - Acuarelas del Río (Cód. 664)
4,4,3,0,"//maps.google.com/maps/api/staticmap?center=-2.0568976,-79.907376&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=cyieKAGRIuwLDLS5wq9s1wjsMCg=",98m²,USD 110.000,,,"Venta de Casa, Urb. La Perla, Vía Terminal Terrestre Pascuales"
11,4,4,3,"//maps.google.com/maps/api/staticmap?center=-2.1618057,-79.9095082&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=rV3sUpDfP-k8_wN7fmsarLKoPa4=",200m²,USD 277.000,,,Vendo Casa Rentera Invierta Porton de Las Lomas Tiene 2 Departamentos y 1 Suite
8,3,3,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",800m²,USD 695.000,,,Venta Villa Palmar del Rio Moderna Minimalista
40,2,2,2,"//maps.google.com/maps/api/staticmap?center=-2.160784641201352,-79.9083678597849&zoom=16&markers=-2.160784641201352,-79.9083678597849&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=YaYl5tG5H3pLJK1wQtCqcBn4X0k=",200m²,USD 168.000,,,"Urdesa Central Casa de 2 Pisos, 2 Dorm 2 Parqueos - Uso Negocio Profesional"
6,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.114804813886345,-79.87142756616208&zoom=16&markers=-2.114804813886345,-79.87142756616208&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=AnX7DYtBAe6gDgORpkIS2LRzMPQ=",400m²,USD 380.000,,,Preciosa Casa en Samborondon - Zona de Alta Plusvalia
7,3,2,2,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",101m²,USD 90.000,,,Propiedad en Venta en Urbanización Laguna Hollywood Park.
10,5,5,5,"//maps.google.com/maps/api/staticmap?center=-2.162285609493887,-79.90832494444066&zoom=16&markers=-2.162285609493887,-79.90832494444066&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=xYQEiclrsyAnPfncZz-uppe0Z7I=",1300m²,USD 1.500.000,,,Urdesa - Venta Suntuosa Casa Sin Amob - 5 Hab - Piscina - Areas Verdes
12,5,5,2,"//maps.google.com/maps/api/staticmap?center=-2.184851042718297,-79.99583505690345&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=96Z959jGfkHanD7GKT2yWjz1vgU=",796m²,USD 350.000,,,Casa en Venta - Vía Al Sol - Vía a La Costa
11,0,0,0,"//maps.google.com/maps/api/staticmap?center=-2.157912729299655,-79.90192989134971&zoom=16&markers=-2.157912729299655,-79.90192989134971&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=A7-8nEvtnPRJKg1H1Y35ggNEum4=",498m²,USD 260.000,,,"Casa en Venta, Kennedy Norte. 242 m² Terreno y 256 m² Construcción"
15,3,3,0,"//maps.google.com/maps/api/staticmap?center=-2.184489165425502,-79.9115975846646&zoom=16&markers=-2.184489165425502,-79.9115975846646&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=UQ28cyon72ZWWaKuQuFwjXllo_I=",320m²,USD 160.000,,,Hermosa y Amplia Casa en Bellavista
,,3,3,"//maps.google.com/maps/api/staticmap?center=null,null&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=plBqptuEZa5UtzUMjC7xLIb4yiE=",600m²,USD 630.000,,,Villa Al Lago - El Rio
A estrenar,3,3,3,"//maps.google.com/maps/api/staticmap?center=-2.10408866796623,-79.86041872698365&zoom=16&markers=-2.10408866796623,-79.86041872698365&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=loJbslmuIgj7M_5CacnnwsP7VuA=",260m²,USD 325.000,,,Casa en Venta Villa 1 en Mocolí Gardens Vía a Samborondón
20,4,4,2,"//maps.google.com/maps/api/staticmap?center=-2.164853919344365,-79.93868007420502&zoom=16&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=vZmBkkzvrDaPJe0a58R_tRDKLz0=",230m²,USD 245.000,,,Vendo Oportunidad Ceibos Linda Casa. 4 Habitaciones $245.000. Sector Cerrado
En construcción,3,3,2,"//maps.google.com/maps/api/staticmap?center=-2.0773404,-79.86969220000003&zoom=16&markers=-2.0773404,-79.86969220000003&channel=PV&size=780x456&sensor=true&scale=2&key=AIzaSyBZ0l4aIUv2yia6kSFP_hc3Q4Z_lQ0Nl5w&signature=tdxJ3IQTMChOEZqVBtnjHHnKU2Q=",593m²,USD 515.000,,,De Oportunidad Casa Nueva en Aires de Batan Samborondon
